用户id,用户,评论日期,评论内容
7562888974,buy瓜的二次元路人,Wed Jan 25 10:42:02 +0800 2023,好好休息吧，头发要紧[哇]
5310035978,射手打辅助,Wed Jan 25 09:01:19 +0800 2023,太空电梯出来的时候，整个电影院都惊呼，太帅了，如果是3D版本就更吊了
1315064363,某佐想剪短发了,Wed Jan 25 04:14:44 +0800 2023,破球冲鸭！！导儿辛苦了！[打call]
5195865299,祝树林,Wed Jan 25 05:08:05 +0800 2023,导演！！！支持你！！！真的看不惯隔壁一些迷之操作[怒][怒][怒]
7341417695,水稻青时遇龙归,Wed Jan 25 11:46:19 +0800 2023,导演，我想看那5000座在冰面上被太阳氦闪照耀得熠熠生辉的雕像！！您快点拍3吧生产队的驴都不敢这么歇[doge][悲伤]
1248843944,李小白,Wed Jan 25 18:58:32 +0800 2023,导演，明年初一可以看破球三了对吧？
5238141548,吐槽弟神回复,Wed Jan 25 04:33:02 +0800 2023,导演这个点了还没有睡啊，辛苦啦，早点休息吧，有的是时间拍流浪地球3[流浪地球2]新年快乐
2794283127,蘸盐,Thu Jan 26 18:33:21 +0800 2023,路演！出周边！出电影设定集！出动画片番外！像《星战》那样开放同人权限！[哇][哇][哇][色][色][色][舔屏][舔屏][舔屏]
7272084775,無-解Unsolvable,Wed Jan 25 09:34:18 +0800 2023,我觉得郭导要是回本了但不够拍球3的话可以先拍个机甲片[doge][doge][doge]
5537228845,柠檬大红袍摇摇冻,Wed Jan 25 04:21:23 +0800 2023,你也睡不着 想必是和我们一样期待3吧
6606402575,小小哀缝四,Wed Jan 25 11:50:00 +0800 2023,世界级大片竟然打不过小种流量喜剧，中国电影没救了。多搞点李焕英这种，四字弟弟领衔主演。中国观众只配这个[二哈]
5157751499,清月_二郎十八吟,Wed Jan 25 04:16:03 +0800 2023,求求千万要有后续啊！我还想接着看3456呢
1719099143,紫玉龙wendy,Wed Jan 25 07:43:43 +0800 2023,导儿，支持你，小破球值得，给我支棱[赢牛奶][赢牛奶][赢牛奶][流浪地球2][流浪地球2][流浪地球2]
2843138251,大凳子和我,Wed Jan 25 06:38:24 +0800 2023,希望能成为中国版星球大战，包括影响力
5391275141,辉哥辉哥牛,Wed Jan 25 11:35:57 +0800 2023,郭导，我想看流浪地球3[允悲]流浪地球1我己经看了六十多遍了，流浪地球2前天自己一个人去看的，太好看的，今晚准备再去看一次！期待流浪地球3！
7767285540,已经想好整啥微博名,Wed Jan 25 11:10:33 +0800 2023,郭子[泪]还没有3的话[泪]能不能先来个导剪版啊[泪]感觉好多看过的镜头都没放出来[泪][泪][泪][泪][泪]
1919483402,慎久,Wed Jan 25 06:22:29 +0800 2023,期待流浪地球能成为一个系列。流浪地球3早日上映
1851674071,我是郭帆的颜狗,Wed Jan 25 04:20:53 +0800 2023,还没睡还是醒了？
1984581211,jnuglejack,Wed Jan 25 04:10:34 +0800 2023,又到这点儿了[挖鼻]注意休息郭同学
2628424920,绿橙紫,Wed Jan 25 15:54:38 +0800 2023,地球2太好看了[赞][赞][赞]，大年初一看完睡不着觉又重温了地球1，必须再去影院看2去，才能平复被震撼得不行不行的[心]然后迎接地球3的到来[打call][打call][打call]
3890436397,一盆水煮鱼XD,Wed Jan 25 10:49:01 +0800 2023,想知道球3有没有李雪健老师
6877888463,中黄剑客,Wed Jan 25 07:09:40 +0800 2023,㊗️郭导春节快乐，兔年大吉！
1192966660,韩路,Wed Jan 25 06:15:33 +0800 2023,拍的的确好
5894266250,咿只小猪,Wed Jan 25 04:13:11 +0800 2023,感谢你给了我们破球2，和 1一样，我明天去二刷啦~希望你的3一样精彩！
2162526461,周深王菲邓丽君周迅胡歌都是我的,Wed Jan 25 14:18:38 +0800 2023,我现在是流浪地球精神股东[太开心][太开心][太开心]无比关注票房，希望大卖
5905533902,陌上紫忆,Wed Jan 25 12:23:13 +0800 2023,电影超级棒[good][good][good]
1719099143,紫玉龙wendy,Wed Jan 25 07:33:38 +0800 2023,导儿，还得保重身体，健康最重要！！
1409118144,魔法少女苏小月,Fri Jan 27 16:58:35 +0800 2023,导演出个纪录片啊！
7604798673,要幸福啊深深,Fri Jan 27 00:57:21 +0800 2023,建议郭导直接拍到10[太阳][太阳]在银河系旅游一圈，别请流量演员[太阳]一定大卖！
2154326723,松果龙猫-五月,Thu Jan 26 18:18:56 +0800 2023,郭导，我来报道了[作揖][作揖][作揖]
2230959455,帽子裁缝苏菲,Thu Jan 26 17:22:48 +0800 2023,[打call][打call][打call]
5852837223,男听友bambam,Thu Jan 26 12:54:30 +0800 2023,身体重要哦[流浪地球2]养足精神。期待流浪地球3一一回复[哇]
7299507902,吃面包不吐籽,Wed Jan 25 16:30:03 +0800 2023,我这辈子能看见您拍三体吗[苦涩]
3847540125,京酱包子lovejj,Wed Jan 25 16:09:07 +0800 2023,郭导回我一下可以吗
3595238874,1234567数到三说啦啦啦,Wed Jan 25 06:00:17 +0800 2023,郭导 家乡人民永远支持你[心]
6505826955,佩奇研究所饲养员,Wed Jan 25 04:19:13 +0800 2023,看完睡不着[开学季][开学季][开学季]等三
5457510610,香菜你想吃不,Wed Jan 25 10:05:06 +0800 2023,导 你咋四点还没睡 多多休息！身体保持健康才能一直给我们拍出好看的电影！
2238221212,一大坨墨水,Wed Jan 25 04:39:15 +0800 2023,别的不说了……第一部刷了四遍，第二部我也尽力多刷几遍支持你们
1795673123,李先生的梦想家,Thu Jan 26 22:52:48 +0800 2023,起来拍球3.4.5.6了
1281178873,菜小7_seven,Wed Jan 25 13:00:04 +0800 2023,郭导 三体考虑一下[泪]
3173364154,有梦年华1980,Wed Jan 25 11:12:04 +0800 2023,郭导太棒了！感谢你执着于中国科幻电影的拍摄，为你感到自豪！
1199130827,yishuyimao,Wed Jan 25 23:32:05 +0800 2023,谢谢郭导和团队！这个春节小朋友看了四部春节档的电影，让她排个序，她毫不迟疑地说“流浪地球肯定拍第一”。希望科幻与科学的种子，在她心里生根发芽、茁壮成长，未来开出最绚烂的花、结出最甜美的果！希望她记住看电影时眼前、心里那颗最亮的星⭐
2628424920,绿橙紫,Wed Jan 25 15:56:38 +0800 2023,估算最低票房50亿[心][心][心]
2472591327,echo00000000000000,Wed Jan 25 14:09:18 +0800 2023,导演，出周边！！我想要发动机太空电梯模型！！还有编年史！！设定集！！！���[心][心][心][心][心]
5790212216,Anselia_777,Wed Jan 25 13:03:58 +0800 2023,无所谓，我会二刷[赢牛奶]
1765662867,一块肥滋滋,Wed Jan 25 04:12:43 +0800 2023,#郭帆真的睡不着了#[流浪地球2][流浪地球2][流浪地球2]
5639959326,约书亚丶莱茵,Sun Jan 29 17:37:58 +0800 2023,今天都初八了，流浪地球3还没拍完吗[doge]
2432062652,谈话一现,Fri Jan 27 19:35:42 +0800 2023,第三部有个大胆的想法，人类发明了比现有更大的恒星主发动机，然后出了故障，动力不够，地球被太阳引力吸引，即将坠入太阳时，有一大群勇敢的人跳入主发动机当燃料，让地球成功摆脱了太阳引力。因为流浪地球是人类的悲壮史。为了生存肯定有一部分人为了人类种族的延伸而牺牲。其实这个情节（三体）有写
5328682506,师太万离,Fri Jan 27 18:46:50 +0800 2023,辛苦郭导了，过了年就拍第三部吧球球了[泪]我明天就去二刷，后天就去三刷[泪]
1004624761,ChocChocolate_,Fri Jan 27 16:50:31 +0800 2023,感谢您给了济宁体面，一句“儿里不”全影院都笑了[苦涩]感人[苦涩]支持郭导�我们的骄傲�必须支棱起来！
6203286390,NINjia1999,Fri Jan 27 12:54:08 +0800 2023,今儿都初六了 你再歇也歇好了 小破球3该上映了吧[doge]
6337695125,拐弯361度,Thu Jan 26 16:17:14 +0800 2023,求求了，第三部！！我今天已经二刷了，第三部赶紧的[doge]
6188822499,苍松锦鲤,Thu Jan 26 14:12:55 +0800 2023,郭导，您这电影在我心里科幻片可以与星际穿越并列，但抵不住自卑的人刷豆瓣低分，至少8.9。[比心][比心][比心]真棒�
7752721501,江健方欣,Wed Jan 25 16:37:02 +0800 2023,郭帆导演您好，您拍的流浪地球系列，我很喜欢。不仅真真实实把中国科幻电影带到了一个新的高度，同时也把中国人价值观很好表达出来了。不过中国还缺少一部属于自己环宇探险题材的科幻题材类电影，如果您有精力可以关注这一方面题材，市场一定会很大
7320475130,Andre-yun,Wed Jan 25 16:31:55 +0800 2023,郭导，流浪2的排片率还得努力提升啊[航天员]
5363540163,喜欢碎碎念的小饼干,Wed Jan 25 10:54:55 +0800 2023,好好休息！辛苦了郭导！我们会好好期待球3的！
6210402183,河北彭于晏aka,Wed Jan 25 10:38:43 +0800 2023,已经不想和没有看过球2的人说话了[doge][doge]，好期待第三部啊[可怜][可怜][可怜][可怜]
5991530217,一只椰子羽白白,Wed Jan 25 10:06:11 +0800 2023,郭导还是要注意休息呀！
1109464417,南七的七,Wed Jan 25 09:48:53 +0800 2023,导儿，破球的路一定会很长！！！！！！[流浪地球2][流浪地球2][流浪地球2]
5684038503,半只奇妙,Wed Jan 25 09:15:24 +0800 2023,导演，头发要紧[允悲][允悲][允悲][允悲]
3973618026,一骨萧,Mon Jan 30 12:00:36 +0800 2023,好好休息！！！！！！！！
2133185213,张笑笑wyb,Mon Jan 30 10:57:35 +0800 2023,哈哈哈看到这么多人催你，我就放心了！希望�3不要等太久
5854045774,水梦幽幽然悠悠,Sun Jan 29 10:51:08 +0800 2023,一定看拍球3，10岁孩子看完球2都主动写观后感了。我期待能赶紧带他去看球3再写个[允悲]
1008380274,Zz那个叫Cc的,Sun Jan 29 00:05:54 +0800 2023,[赢牛奶]不急啊，慢慢来！破球3！
5062618090,要开心呀人类,Sat Jan 28 23:10:43 +0800 2023,你好好休息好好注意身体！千万别有啥事，好好爱自己是第一位！
5119973433,-柠萤-,Sat Jan 28 19:46:39 +0800 2023,小破球是中国科幻的里程碑[抱一抱][抱一抱] 期待更多更多的优秀作品哦!
5893277497,吃一口锅烧意面_,Sat Jan 28 15:05:08 +0800 2023,哈哈哈哈哈哈好啊[阴险][阴险][阴险]
5771431716,考拉你可多补点吧,Sat Jan 28 14:53:30 +0800 2023,真滴拍的很棒，狠狠期待小破球3导演[哇][哇][哇]
1737138123,meme漆酱,Sat Jan 28 11:00:45 +0800 2023,流浪地球最棒[打call]
6005977374,顽循惧,Sat Jan 28 08:43:30 +0800 2023,太震撼了！！！
1580591414,ho飯_抢到坤个巡所有场次门票,Sat Jan 28 00:56:51 +0800 2023,我想说，您先好好休息吧，注意身体，我们可以等！睡醒去二刷了！[赞]
6690401431,工科小熊,Sat Jan 28 00:37:55 +0800 2023,导演你很牛！继续加油[努力][努力][努力]准备2刷球2，一定让我看球3[作揖][作揖]
2707242062,bluevivien,Fri Jan 27 18:48:05 +0800 2023,大爱郭导，辛苦啦，准备去二刷[心]
2175334637,精准制导并投射,Fri Jan 27 16:17:21 +0800 2023,不用愧疚，你值得
3957403161,傑本幽默,Fri Jan 27 14:24:31 +0800 2023,郭导第三部能不能让王磊上尉出现啊[泪][泪][泪]
5530890138,好多人啊丶,Fri Jan 27 14:07:25 +0800 2023,哇！那我关于马北海的猜测可以得到回复吗[抓狂][抓狂][抓狂]
5602147026,瓦坎达小黑兔,Fri Jan 27 14:03:49 +0800 2023,[心]小破球�叉
2158843395,是河道英,Fri Jan 27 11:55:35 +0800 2023,我要看三！！！！！！！！
1715262511,长红19年之天选古人,Fri Jan 27 07:34:15 +0800 2023,哈哈哈
1149491524,紫梦霏依,Fri Jan 27 05:24:49 +0800 2023,�
1777470225,海仔儿_official,Fri Jan 27 01:46:20 +0800 2023,多说无益，郭导我爱你[泪]
5143905131,羊耐思wmv,Fri Jan 27 01:16:35 +0800 2023,14年有幸和老婆（当时还是对象）在海大思源学堂见过学长，今天我俩又一次去看学长的电影啦，这次还有胎教成分在哈哈哈，真的意犹未尽，太好看啦，请学长一定把这个系列做下去[打call][打call][打call]
1849742040,今日推荐官,Thu Jan 26 23:59:33 +0800 2023,加油[打call]
1604929345,匆匆过客_00,Thu Jan 26 23:22:22 +0800 2023,哈哈哈哈，催工了，一定要按照自己的想法拍，不要因为这次票房影响到后续剧情！[打call]
2414394095,小含辛,Thu Jan 26 21:19:18 +0800 2023,[2023][作揖]
3659162887,LUCKY昼和青,Thu Jan 26 19:22:10 +0800 2023,期待一下电影设定集[哇]
1846037105,游北君,Thu Jan 26 18:36:38 +0800 2023,蓝光！！！！周边！！！！联名！！！设定集！！！快点来挣我钱！！！！拜托开放同人权限加一 //@蘸盐:路演！出周边！出电影设定集！出动画片番外！像《星战》那样开放同人权限！[哇][哇][哇][色][色][色][舔屏][舔屏][舔屏]
2554190295,济宁新鲜事,Thu Jan 26 16:50:03 +0800 2023,#电影流浪地球2#支持郭帆导演！支持济宁的老乡！
1191175045,i冰雪天,Thu Jan 26 16:30:30 +0800 2023,刚看完球2，太震撼了。我没有想到我们国家也能拍出视觉冲击如此强烈的，好莱坞级别的大片。球2在我心中评价更甚球1，郭导太厉害了[good][憧憬]
2631951981,0晴耕雨读0,Thu Jan 26 15:11:10 +0800 2023,我就想问一下2的周边玩具啥时候出，我们家俩娃已经饥渴难耐了。
1759484097,么么儿就是萌英俊啊,Thu Jan 26 14:35:16 +0800 2023,刚看完，啊啊啊流浪地球2�B，谢谢郭帆导演，谢谢背后的团队，我太幸福了[泪][泪][泪]
6993446316,老母鸡爱蓝莓酱,Thu Jan 26 13:00:37 +0800 2023,还有个人发了语音是有多迫切哈哈哈哈哈哈哈
7672807278,谁都别惹我gun,Thu Jan 26 12:46:34 +0800 2023,回不回复没关系，好好搞3啊，我们的小破球要一直搞下去，求求
1840191994,余不渺渺-小熊,Thu Jan 26 12:20:16 +0800 2023,小破球3安排没
3263275084,徽阿令,Thu Jan 26 11:21:53 +0800 2023,郭导冲冲冲[打call][打call][打call]我想看第三部第四部第五部
5619213048,怎么我睡不着焦迈奇也不来救我,Thu Jan 26 11:21:08 +0800 2023,你真的好好啊啊啊啊啊[悲伤]
7208711855,番了几番a,Thu Jan 26 10:57:05 +0800 2023,导演好好休息！小破球一定可以35亿！球3冲！
3962186626,笔尖刻画不出的流年,Thu Jan 26 09:41:08 +0800 2023,郭导，求完整版…[跪了][跪了][跪了][跪了][跪了]
1331743073,懒散的斯佩伯爵,Thu Jan 26 09:16:30 +0800 2023,准备二刷
7776999030,M_大大大小姐,Thu Jan 26 08:34:31 +0800 2023,买好票了 还有一个多小时就可以见到�2了
7801309304,WGY庚庚,Thu Jan 26 06:28:06 +0800 2023,你什么时候拍三体电影版
2832661901,人语·驿边桥,Thu Jan 26 05:41:11 +0800 2023,我等第三部[心]
2387995433,太空美术家刘蔚,Thu Jan 26 04:40:25 +0800 2023,//@太空美术家刘蔚:郭导，能拍出这样的科幻大片，与欧美此题材有不相上下之分。这不是流浪地球电影，而是中国的年青科幻人在推动行星的力量，推动未来的憧憬和希翼！[赞][赞][赞][鲜花][鲜花][鲜花][给力][给力][给力]
2387995433,太空美术家刘蔚,Thu Jan 26 04:39:36 +0800 2023,郭导，能拍出这样的科幻大片，与欧美此题材有不相上下之分。这不是流浪地球电影，而是中国的年青科幻人在推动行星的力量，推动未来的憧憬和希翼！[赞][赞][赞][鲜花][鲜花][鲜花][给力][给力][给力]
1753108571,有言临泽于雪,Thu Jan 26 01:17:42 +0800 2023,看了下时间，导你是真的不睡吗！先休息好�
7475389586,aline5566,Thu Jan 26 00:51:33 +0800 2023,郭导，太爱流浪地球2了，球3一定要安排上，求求了！
3122952400,长颈鹿果果路,Thu Jan 26 00:14:03 +0800 2023,是的，昨晚11:15看完，兴奋到3点还没睡着…[心]今天一直在大脑复盘，现在也还是睡不着
7558885985,嘻嘻嘻儿老大,Wed Jan 25 23:05:56 +0800 2023,小破球��！！！
2177392765,别拦我啊我要去挖煤,Wed Jan 25 22:52:02 +0800 2023,我导 好好休息 等着3
5679436894,一罐椰桃酱,Wed Jan 25 22:48:32 +0800 2023,都看完好几天了3怎么还没来[泪][泪]
5542095535,川野浸雾,Wed Jan 25 22:42:40 +0800 2023,李雪健老师，真厉害，骨灰级演员，我真的是，佩服死了
7764995489,敬属春山_,Wed Jan 25 22:36:55 +0800 2023,郭导好好休息[苦涩]！！！！，狠狠赚大钱！！！等你第三部！！！
7600451229,易可糖su,Wed Jan 25 22:36:02 +0800 2023,好家伙 这私信全是我的心声 
3226262717,平和岛十二熊,Wed Jan 25 22:25:58 +0800 2023,辛苦导演！！球2也太棒了！真的好感谢导演和团队做出这么精彩牛逼的科幻作品，球3快排上日程吧[泪] 好希望团队可以办一个电影主题展，真的太喜欢影片中出现的道具和置景了，好想亲眼看看啊啊！ 另外梦一个导演剪辑版，想看那删减的80分钟，做成四十分钟的两集迷你剧也行～ 最后祝球2票房大卖！！加油！
1748394055,企鹅妈妈Alice,Wed Jan 25 21:37:25 +0800 2023,[抱一抱][抱一抱][抱一抱]
1779402001,张珺珺Lyla,Wed Jan 25 21:27:26 +0800 2023,大部分是催郭导干活的，资本家都没这么狠[doge]
1964477981,Fyouth_不羁的青春,Wed Jan 25 21:19:35 +0800 2023,小破球3赶紧开工[doge]
6601181387,火烧炉辉辉,Wed Jan 25 21:12:14 +0800 2023,[流浪地球2][流浪地球2][流浪地球2][流浪地球2]
5719168626,暨幻天地负责人布亚,Wed Jan 25 21:08:10 +0800 2023,好好休息，然后拍3！
5178471376,明月依依似我心,Wed Jan 25 19:57:57 +0800 2023,球1球2都去影院支持啦！期待球3！球球加油！[拳头]
2794952297,hgmcs,Wed Jan 25 19:05:47 +0800 2023,郭导[good]你值得
1114010970,全金属叉子,Wed Jan 25 18:16:12 +0800 2023,年过完了，破球三该搞起来了。
2144559835,源典Joker缘一,Wed Jan 25 17:50:44 +0800 2023,转发微博
5444145792,范炫之,Wed Jan 25 17:14:01 +0800 2023,想看导剪版！
7315523561,小竹lll,Wed Jan 25 17:07:12 +0800 2023,郭导 腊月二十七我私信夸你长得帅来着 你要不也回一下子[笑cry]
7455247088,五十岚樱_Sakura,Wed Jan 25 16:54:10 +0800 2023,辛苦了
2161232947,卡卡小猪猪007,Wed Jan 25 16:35:32 +0800 2023,加油[good]
7603798428,Mikkaaaaa_leong,Wed Jan 25 16:24:58 +0800 2023,还有删减版。求放出来！！！！//@丨黑米哥哥丨:郭导80分钟的删减后面会考虑全部放出来出特别版吗[苦涩][苦涩]
3597789475,风月天澜,Wed Jan 25 16:07:36 +0800 2023,坐等球3
5833530001,不可以剪头发哦,Wed Jan 25 16:00:57 +0800 2023,好好休息啊导演！！不急！！
1770546367,远游蚕,Wed Jan 25 15:39:53 +0800 2023,不要回了，赶紧拍片吧，村头厕所没纸了
3634102883,不知名五级大会员,Wed Jan 25 15:18:39 +0800 2023,我也觉得！国庆档！别春节了
2027715947,kestrel_wangwenjun,Wed Jan 25 15:05:39 +0800 2023,不用回复，继续拍  3�
5669324993,各有四时,Wed Jan 25 15:04:32 +0800 2023,#电影流浪地球# 加油加油[玉兔捣药][玉兔捣药][玉兔捣药][打call][打call][打call]一定要完成2500年的征程[打call][打call][打call]#电影流浪地球2# 
7485485508,Luke2476,Wed Jan 25 14:52:12 +0800 2023,郭导，导演剪辑版啥时候有，想看[送花花][送花花][送花花]
3109348233,SeveseSnape,Wed Jan 25 14:42:40 +0800 2023,郭导，我只想说感谢您在为��的工业电影在做努力，这部电影真的诚意满满
3314161634,进击的熊爸爸,Wed Jan 25 14:37:29 +0800 2023,我的私信你也没看[苦涩]
1762962460,有没有科代表,Wed Jan 25 14:27:49 +0800 2023,郭导，小破球一能否出导演剪辑版出制作完整的版本？
2278958425,霄崧_incognito,Wed Jan 25 14:26:43 +0800 2023,不必回复 赶紧工作[doge]
2606809981,酸奶太行了,Wed Jan 25 14:21:30 +0800 2023,郭导，啥时候网络上映阿[舔屏]
6118230007,白鹭儿-,Wed Jan 25 14:16:22 +0800 2023,郭导，别回复了，赶紧安排第三部吧[笑而不语][笑而不语][笑而不语][笑而不语]
1965408547,羽韵宁乐,Wed Jan 25 14:12:29 +0800 2023,好好休息，起来以后就开工吧！3可以开始啦[嘻嘻]！准备三刷
3239646403,挺好挺好可以可以,Wed Jan 25 14:06:33 +0800 2023,郭导，三体版权能搞到手吗，能拍三体吗，想看啊
2057421454,纪木白,Wed Jan 25 13:56:43 +0800 2023,虽说在玩梗催球3但郭导还是好好休息一下吧，别熬坏了身体，请务必导到七老八十了也不要停[爱你]
1801110962,哒卟改善了生活,Wed Jan 25 13:53:40 +0800 2023,排片争取一下啊！[苦涩]
5494812823,雪子007,Wed Jan 25 13:31:00 +0800 2023,郭导及团队辛苦了。
6881410825,Inarius-Reborn,Wed Jan 25 13:12:56 +0800 2023,郭导注意身体！收拾收拾赶紧拍球3吧！
5838195968,鸽乐自相关,Wed Jan 25 12:44:22 +0800 2023,你还是，好好睡觉吧
5230803096,mountprob-,Wed Jan 25 12:40:43 +0800 2023,出蓝光碟吧 把塞不下的内容塞进去
6229278322,一起出门吗,Wed Jan 25 12:40:16 +0800 2023,雷总乱入[doge]
6750582194,PedroPony,Wed Jan 25 12:34:14 +0800 2023,真的很厉害!再接再厉，加油!
1044932114,愁小多丶,Wed Jan 25 12:32:38 +0800 2023,导演加油导演啥时候带三体玩？[苦涩][苦涩][苦涩]
6103372748,吃土豆和酸奶的猫,Wed Jan 25 12:30:32 +0800 2023,导儿啊，要是流浪地球3没钱拍，众筹吧，我穷归穷，但我可以捐两个月工资的
2273945727,我的头好痛好痛啊啊啊,Wed Jan 25 12:22:25 +0800 2023,郭导，设定集，导剪有时间安排一下[抓狂][抓狂]
1771116603,hypnosis___,Wed Jan 25 12:17:50 +0800 2023,导演少熬夜，还要拍到八十岁
2952330601,来一大口嗷呜,Wed Jan 25 12:08:26 +0800 2023,辛苦啦郭导！还是希望你能好好睡个觉[允悲][允悲]
2718855995,雪莉酒x,Wed Jan 25 12:01:52 +0800 2023,郭导你真的我哭死
7312616933,_文亦文_,Wed Jan 25 11:58:04 +0800 2023,你真的我哭死[悲伤][悲伤][悲伤]
5321794489,发芽儿儿,Wed Jan 25 11:44:45 +0800 2023,我也超级喜欢球2 那我就不私信打扰导演了 汇总成一句话 球2太好看了！！！
6232164452,大左耳小路路,Wed Jan 25 11:40:06 +0800 2023,为啥我这边没上映[泪]
3319050713,C929_烟水轻舟,Wed Jan 25 11:31:25 +0800 2023,导儿，好好休息，休息好就干球3[苦涩][苦涩][苦涩]
6064275413,x_d_e_dm,Wed Jan 25 11:19:58 +0800 2023,感觉大家比导演还操心哈哈哈
5539391035,是橘柚包呀,Wed Jan 25 11:17:14 +0800 2023,等你球3，导儿！！无删减版咱能不能整个蓝光光碟的，我会好好珍藏的[泪][泪][泪]
3196134914,一条爱吃糖的咸鱼,Wed Jan 25 11:07:01 +0800 2023,80分钟删减版请安排进蓝光碟里！我真不差这点儿钱！
2932476693,狐狸薄荷面包,Wed Jan 25 11:00:51 +0800 2023,好好休息！把他关起来先休息吧！
3037094892,ly木子梨,Wed Jan 25 10:59:54 +0800 2023,等球③
6190763236,喵你个小板凳,Wed Jan 25 10:53:13 +0800 2023,希望小破球2多挣钱，郭导影史留名。
6470133193,雷电法皇皇,Wed Jan 25 10:48:50 +0800 2023,后天回上海就去二刷，真的好想看第三部[泪]
5280238879,iicey__,Wed Jan 25 10:47:54 +0800 2023,醒了没 醒了没 干活吧 赶紧干活
5456610664,月漫星沉,Wed Jan 25 10:44:34 +0800 2023,导儿好好休息啊[流浪地球2][流浪地球2]
2282328777,瞬间鸽子型枸橼Jiang,Wed Jan 25 10:22:53 +0800 2023,辛苦了导演！[流浪地球2][流浪地球2][流浪地球2]
6342598001,英雄难过周星星,Wed Jan 25 10:10:19 +0800 2023,郭导，我一个人为小破球2贡献了四张票，你一定要加油啊[doge][doge][doge]【暗示】
7282423470,八千里之,Wed Jan 25 10:01:09 +0800 2023,好好休息[老师好]身体第一[老师好]
7282423470,八千里之,Wed Jan 25 09:57:50 +0800 2023,辛苦啦[老师好]真的超级好看[泪]很喜欢很牛很震撼[泪]真的牛飞了[泪]呜呜呜呜呜真的很喜欢[老师好]（球三会安排的吧[舔屏]
3645726643,狗勾困困不笨,Wed Jan 25 09:56:54 +0800 2023,好好休息[努力]早点拍第三部
2797331830,不坑爹女汉纸,Wed Jan 25 09:39:02 +0800 2023,排片排片排片！
1429795384,Ting不住的时光机,Wed Jan 25 09:36:04 +0800 2023,非常棒！加油���
5315579574,陈煜Aaron,Wed Jan 25 09:35:40 +0800 2023,郭导，一定要有破球3！！[泪]
5651500918,初卿,Wed Jan 25 09:22:34 +0800 2023,你们宣发到底上不上班？！！！！全靠大家自来水安利急死我了！！！！
6112952994,吹空调电话簿,Wed Jan 25 09:18:19 +0800 2023,呜呜我也给郭导发消息了[悲伤][悲伤]
6333608171,柴米油盐好天气,Wed Jan 25 09:13:03 +0800 2023,郭导您也注意休息，还有排片。3不急，您慢慢来！
6093476401,月亮不睡我不睡你睡吗,Wed Jan 25 09:12:42 +0800 2023,好好睡觉吧郭导[流浪地球2]
6406298529,酒气凤梨,Wed Jan 25 09:03:42 +0800 2023,早点睡觉！
5310035978,射手打辅助,Wed Jan 25 08:58:31 +0800 2023,郭导牛逼！！！！！
2010630915,邓小放,Wed Jan 25 08:54:14 +0800 2023,加油加油，安利给亲朋好友啦，等着3！
2713214931,想看春天的月亮,Wed Jan 25 08:53:29 +0800 2023,郭导你还真没睡啊[doge]
1688208050,晨风爱国足,Wed Jan 25 08:53:23 +0800 2023,请问最近全国的路演计划可以公布一下嘛
1688208050,晨风爱国足,Wed Jan 25 08:52:49 +0800 2023,郭导辛苦了[心]
3916568012,想和你再去吹一吹风,Wed Jan 25 08:50:51 +0800 2023,还真有催3的啊[汗]
1547372992,加油小朋友,Wed Jan 25 08:40:18 +0800 2023,导演辛苦了[心]会推荐朋友去看的，已经二刷过了，接下来还会三刷四刷的。
6087800744,流华妖颜,Wed Jan 25 08:33:27 +0800 2023,注意身体，多吃好的，再多拍好电影[嘻嘻]
1955130275,幸福臻于明朗,Wed Jan 25 08:30:35 +0800 2023,郭导新年好！《流浪地球2》非常好看[赞][赞][赞][心][心][心]
7788866976,漫步随想曲,Wed Jan 25 08:23:07 +0800 2023,郭导，加油，好作品是四维空间的[拳头]
5190566109,-好像坏天气-,Wed Jan 25 08:16:19 +0800 2023,导啊多宣传啊[泪][泪]多宣传啊[泪][泪]发疯了买！热搜！买！宣发！买买买！通通买！
1551764472,拾古之音,Wed Jan 25 08:02:48 +0800 2023,你是真不睡啊郭子
6324237691,给个盾吧,Wed Jan 25 08:02:24 +0800 2023,今天再去看一遍[抓狂]
7056103310,入山之湖,Wed Jan 25 07:46:49 +0800 2023,祝郭导大赚特赚，等着看流浪地球3。另外票房的事情，发行方和出品方一定要注意一下。
1991632525,夜虽暗我心独明,Wed Jan 25 07:29:53 +0800 2023,你是真不睡啊！
6107783161,如意_1413_l,Wed Jan 25 07:27:46 +0800 2023,导演好：虽然非常期待3，但是还是希望您好好休息，不要熬夜，身体健康特别重要，养精蓄锐再出发，㊗️吉祥㊗️顺利
6135846721,LIU子境,Wed Jan 25 07:14:34 +0800 2023,哈哈哈哈哈怎么这么多私信聊二刷的，俺也一样[doge]没事不着急看，好好休息先！
5581387047,克洛泽Gofighting,Wed Jan 25 07:10:39 +0800 2023,辛苦郭导
5739249135,机器猴假面,Wed Jan 25 06:50:48 +0800 2023,今天二刷cinity看看效果[哇]
6228336274,Anteros-透,Wed Jan 25 06:03:06 +0800 2023,好好休息吧[爱你]
1840245473,库比蒂诺撸起,Wed Jan 25 05:38:02 +0800 2023,❤️
2295718840,天光久黄昏,Wed Jan 25 04:46:32 +0800 2023,导演你多多休息啊！！！！！！！！
5778481693,私人助鲤,Wed Jan 25 04:32:49 +0800 2023,辛苦了郭导[苦涩][苦涩][打call]加油！
